ID_DIARIO,BUS_FK,PERIODO,DIAS_MES_aux,DIAS_LABORADOS,TIEMPO_DISPONIBLE,DIAS_PEND_aux,Prom_Vueltas_x_Dia_aux,VUELTAS_EFECTUADAS,VUELTAS_PENDIENTES,KM_EFECTUADOS,KM_PENDIENTES,T_x_Vuelta_prom_aux,TIEMPO_OPERATIVO,T_prom_Descanso_Vuelta_aux,  PARADAS_ADMINSITRATIVAS  ,SALDO_TIEMPO_aux,Nro_Averias,Hrs_Averiado,Peso_Prev_aux,Hrs_Prev,  PARADAS PLANIFICADAS  ,  xTC  ,xDisponibilidad
193,33,01/07/2022,31,31,744,,,,," 5,264.00 ", 564.00 ,,280, 58.80 ,,,8.00,55.00,, 77.00 ,, 335.00 , 0.8358 
194,33,01/08/2022,31,31,744,,,,," 5,038.40 ", 789.60 ,,268, 56.28 ,,,10.00,64.50,, 77.00 ,, 332.50 , 0.8060 
195,33,01/09/2022,30,30,720,,,,," 4,662.40 ", 977.60 ,,248, 52.08 ,,,12.00,80.50,, 75.00 ,, 328.50 , 0.7549 
196,33,01/10/2022,31,31,744,,,,," 5,019.60 ", 808.40 ,,267, 56.07 ,,,11.00,68.50,, 77.00 ,, 335.50 , 0.7958 
197,33,01/11/2022,30,30,720,,,,," 4,963.20 ", 676.80 ,,264, 55.44 ,,,9.00,54.50,, 75.00 ,, 318.50 , 0.8289 
198,33,01/12/2022,31,31,744,,,,," 5,339.20 ", 488.80 ,,284, 59.64 ,,,8.00,38.50,, 77.00 ,, 322.50 , 0.8806 
326,33,01/01/2023,31,31,744,,,,," 5,583.60 ", 244.40 ,,297, 62.37 ,,,5.00,30.50,, 77.00 ,, 327.50 , 0.9069 
366,33,01/02/2023,28,28,672,,,,," 4,963.20 ", 300.80 ,,264, 55.44 ,,,6.00,22.00,, 71.00 ,, 286.00 , 0.9231 
199,34,01/07/2022,31,31,744,,,,," 4,963.20 ", 864.80 ,,264, 55.44 ,,,12.00,55.00,, 77.00 ,, 319.00 , 0.8276 
200,34,01/08/2022,31,31,744,,,,," 4,831.60 ", 996.40 ,,257, 53.97 ,,,14.00,47.50,, 77.00 ,, 304.50 , 0.8440 
201,34,01/09/2022,30,30,720,,,,," 4,944.40 ", 695.60 ,,263, 55.23 ,,,8.00,35.50,, 75.00 ,, 298.50 , 0.8811 
202,34,01/10/2022,31,31,744,,,,," 5,019.60 ", 808.40 ,,267, 56.07 ,,,8.00,41.50,, 77.00 ,, 308.50 , 0.8655 
203,34,01/11/2022,30,30,720,,,,," 5,000.80 ", 639.20 ,,266, 55.86 ,,,9.00,48.50,, 75.00 ,, 314.50 , 0.8458 
204,34,01/12/2022,31,31,744,,,,," 5,057.20 ", 770.80 ,,269, 56.49 ,,,12.00,44.50,, 77.00 ,, 313.50 , 0.8581 
327,34,01/01/2023,31,31,744,,,,," 5,395.60 ", 432.40 ,,287, 60.27 ,,,5.00,31.00,, 77.00 ,, 318.00 , 0.9025 
367,34,01/02/2023,28,28,672,,,,," 5,076.00 ", 188.00 ,,270, 56.70 ,,,4.00,17.00,, 71.00 ,, 287.00 , 0.9408 
205,35,01/07/2022,31,31,744,,,,," 4,888.00 ", 940.00 ,,260, 54.60 ,,,10.00,59.00,, 77.00 ,, 319.00 , 0.8150 
206,35,01/08/2022,31,31,744,,,,," 5,019.60 ", 808.40 ,,267, 56.07 ,,,10.00,62.50,, 77.00 ,, 329.50 , 0.8103 
207,35,01/09/2022,30,30,720,,,,," 4,925.60 ", 714.40 ,,262, 55.02 ,,,9.00,57.50,, 75.00 ,, 319.50 , 0.8200 
208,35,01/10/2022,31,31,744,,,,," 5,000.80 ", 827.20 ,,266, 55.86 ,,,11.00,69.50,, 77.00 ,, 335.50 , 0.7928 
209,35,01/11/2022,30,30,720,,,,," 4,906.80 ", 733.20 ,,261, 54.81 ,,,10.00,56.50,, 75.00 ,, 317.50 , 0.8220 
210,35,01/12/2022,31,31,744,,,,," 5,057.20 ", 770.80 ,,269, 56.49 ,,,11.00,63.50,, 77.00 ,, 332.50 , 0.8090 
328,35,01/01/2023,31,31,744,,,,," 5,414.40 ", 413.60 ,,288, 60.48 ,,,7.00,40.50,, 77.00 ,, 328.50 , 0.8767 
368,35,01/02/2023,28,28,672,,,,," 5,038.40 ", 225.60 ,,268, 56.28 ,,,5.00,24.50,, 71.00 ,, 292.50 , 0.9162 
211,36,01/07/2022,31,31,744,,,,," 4,568.40 "," 1,259.60 ",,243, 51.03 ,,,9.00,70.00,, 77.00 , 354.00 , 313.00 , 0.7764 
212,36,01/08/2022,31,31,744,,,,," 4,436.80 "," 1,391.20 ",,236, 49.56 ,,,11.00,87.00,, 77.00 , 344.00 , 323.00 , 0.7307 
213,36,01/09/2022,30,30,720,,,,," 4,418.00 "," 1,222.00 ",,235, 49.35 ,,,8.00,77.50,, 75.00 , 332.50 , 312.50 , 0.7520 
214,36,01/10/2022,31,31,744,,,,," 4,342.80 "," 1,485.20 ",,231, 48.51 ,,,8.00,92.50,, 77.00 , 343.50 , 323.50 , 0.7141 
215,36,01/11/2022,30,30,720,,,,," 4,258.20 "," 1,381.80 ",,226.5, 47.57 ,,,9.00,82.50,, 75.00 , 336.00 , 309.00 , 0.7330 
216,36,01/12/2022,31,31,744,,,,," 4,765.80 "," 1,062.20 ",,253.5, 53.24 ,,,28.00,65.00,, 77.00 , 348.50 , 318.50 , 0.7959 
329,36,01/01/2023,31,31,744,,,,," 4,963.20 ", 864.80 ,,264, 55.44 ,,,6.00,43.50,, 77.00 , 359.50 , 307.50 , 0.8585 
369,36,01/02/2023,28,28,672,,,,," 4,794.00 ", 470.00 ,,255, 53.55 ,,,6.00,32.00,, 71.00 , 314.00 , 287.00 , 0.8885 
217,37,01/07/2022,31,31,744,,,,," 5,132.40 ", 695.60 ,,273, 57.33 ,,,14.00,51.00,, 77.00 ,, 324.00 , 0.8426 
218,37,01/08/2022,31,31,744,,,,," 5,057.20 ", 770.80 ,,269, 56.49 ,,,13.00,53.00,, 77.00 ,, 322.00 , 0.8354 
219,37,01/09/2022,30,30,720,,,,," 5,160.60 ", 479.40 ,,274.5, 57.65 ,,,11.00,51.00,, 75.00 ,, 325.50 , 0.8433 
220,37,01/10/2022,31,31,744,,,,," 5,188.80 ", 639.20 ,,276, 57.96 ,,,9.00,54.00,, 77.00 ,, 330.00 , 0.8364 
221,37,01/11/2022,30,30,720,,,,," 5,057.20 ", 582.80 ,,269, 56.49 ,,,8.00,50.50,, 75.00 ,, 319.50 , 0.8419 
222,37,01/12/2022,31,31,744,,,,," 5,170.00 ", 658.00 ,,275, 57.75 ,,,6.00,44.50,, 77.00 ,, 319.50 , 0.8607 
330,37,01/01/2023,31,31,744,,,,," 5,217.00 ", 611.00 ,,277.5, 58.28 ,,,6.00,40.50,, 77.00 ,, 318.00 , 0.8726 
370,37,01/02/2023,28,28,672,,,,," 5,038.40 ", 225.60 ,,268, 56.28 ,,,5.00,29.50,, 71.00 ,, 297.50 , 0.9008 
223,38,01/07/2022,31,31,744,,,,," 4,512.00 "," 1,316.00 ",,240, 50.40 ,,,6.00,70.00,, 77.00 ,, 310.00 , 0.7742 
224,38,01/08/2022,31,31,744,,,,," 4,267.60 "," 1,560.40 ",,227, 47.67 ,,,13.00,94.00,, 77.00 ,, 321.00 , 0.7072 
225,38,01/09/2022,30,30,720,,,,," 4,474.40 "," 1,165.60 ",,238, 49.98 ,,,11.00,73.00,, 75.00 ,, 311.00 , 0.7653 
226,38,01/10/2022,31,31,744,,,,," 4,568.40 "," 1,259.60 ",,243, 51.03 ,,,7.00,71.50,, 77.00 ,, 314.50 , 0.7727 
227,38,01/11/2022,30,30,720,,,,," 4,587.20 "," 1,052.80 ",,244, 51.24 ,,,7.00,59.50,, 75.00 ,, 303.50 , 0.8040 
228,38,01/12/2022,31,31,744,,,,," 4,624.80 "," 1,203.20 ",,246, 51.66 ,,,6.00,58.50,, 77.00 ,, 304.50 , 0.8079 
331,38,01/01/2023,31,31,744,,,,," 4,869.20 ", 958.80 ,,259, 54.39 ,,,5.00,51.00,, 77.00 ,, 310.00 , 0.8355 
371,38,01/02/2023,28,28,672,,,,," 4,944.40 ", 319.60 ,,263, 55.23 ,,,5.00,42.50,, 71.00 ,, 305.50 , 0.8609 
229,39,01/07/2022,31,31,744,,,,," 4,888.00 ", 940.00 ,,260, 54.60 ,,,11.00,67.00,, 77.00 ,, 327.00 , 0.7951 
230,39,01/08/2022,31,31,744,,,,," 5,019.60 ", 808.40 ,,267, 56.07 ,,,10.00,62.50,, 77.00 ,, 329.50 , 0.8103 
231,39,01/09/2022,30,30,720,,,,," 4,925.60 ", 714.40 ,,262, 55.02 ,,,7.00,52.50,, 75.00 ,, 314.50 , 0.8331 
232,39,01/10/2022,31,31,744,,,,," 5,000.80 ", 827.20 ,,266, 55.86 ,,,11.00,69.50,, 77.00 ,, 335.50 , 0.7928 
233,39,01/11/2022,30,30,720,,,,," 4,906.80 ", 733.20 ,,261, 54.81 ,,,10.00,56.50,, 75.00 ,, 317.50 , 0.8220 
234,39,01/12/2022,31,31,744,,,,," 5,057.20 ", 770.80 ,,269, 56.49 ,,,11.00,63.50,, 77.00 ,, 332.50 , 0.8090 
332,39,01/01/2023,31,31,744,,,,," 5,414.40 ", 413.60 ,,288, 60.48 ,,,7.00,40.50,, 77.00 ,, 328.50 , 0.8767 
372,39,01/02/2023,28,28,672,,,,," 5,038.40 ", 225.60 ,,268, 56.28 ,,,4.00,20.50,, 71.00 ,, 288.50 , 0.9289 
235,40,01/07/2022,31,31,744,,,,," 5,076.00 ", 752.00 ,,270, 56.70 ,,,4.00,50.00,, 77.00 ,, 320.00 , 0.8438 
236,40,01/08/2022,31,31,744,,,,," 5,170.00 ", 658.00 ,,275, 57.75 ,,,4.00,37.50,, 77.00 ,, 312.50 , 0.8800 
237,40,01/09/2022,30,30,720,,,,," 4,831.60 ", 808.40 ,,257, 53.97 ,,,7.00,54.50,, 75.00 ,, 311.50 , 0.8250 
238,40,01/10/2022,31,31,744,,,,," 5,113.60 ", 714.40 ,,272, 57.12 ,,,8.00,47.50,, 77.00 ,, 319.50 , 0.8513 
239,40,01/11/2022,30,30,720,,,,," 5,019.60 ", 620.40 ,,267, 56.07 ,,,6.00,44.50,, 75.00 ,, 311.50 , 0.8571 
240,40,01/12/2022,31,31,744,,,,," 4,963.20 ", 864.80 ,,264, 55.44 ,,,8.00,48.50,, 77.00 ,, 312.50 , 0.8448 
333,40,01/01/2023,31,31,744,,,,," 5,151.20 ", 676.80 ,,274, 57.54 ,,,5.00,37.50,, 77.00 ,, 311.50 , 0.8796 
373,40,01/02/2023,28,28,672,,,,," 4,869.20 ", 394.80 ,,259, 54.39 ,,,6.00,33.50,, 71.00 ,, 292.50 , 0.8855 
241,41,01/07/2022,31,31,744,,,,," 5,470.80 ", 357.20 ,,291, 61.11 ,,,10.00,26.50,, 77.00 ,, 317.50 , 0.9165 
242,41,01/08/2022,31,31,744,,,,," 5,414.40 ", 413.60 ,,288, 60.48 ,,,6.00,21.90,, 77.00 ,, 309.90 , 0.9293 
243,41,01/09/2022,30,30,720,,,,," 5,358.00 ", 282.00 ,,285, 59.85 ,,,5.00,21.50,, 75.00 ,, 306.50 , 0.9299 
244,41,01/10/2022,31,31,744,,,,," 5,508.40 ", 319.60 ,,293, 61.53 ,,,8.00,18.00,, 77.00 ,, 311.00 , 0.9421 
245,41,01/11/2022,30,30,720,,,,," 5,452.00 ", 188.00 ,,290, 60.90 ,,,9.00,16.50,, 75.00 ,, 306.50 , 0.9462 
246,41,01/12/2022,31,31,744,,,,," 5,546.00 ", 282.00 ,,295, 61.95 ,,,6.00,18.00,, 77.00 ,, 313.00 , 0.9425 
334,41,01/01/2023,31,31,744,,,,," 5,621.20 ", 206.80 ,,299, 62.79 ,,,5.00,18.00,, 77.00 ,, 317.00 , 0.9432 
374,41,01/02/2023,28,28,672,,,,," 5,188.80 ", 75.20 ,,276, 57.96 ,,,5.00,19.10,, 71.00 ,, 295.10 , 0.9353 
253,43,01/07/2022,31,31,744,,,,," 5,320.40 ", 507.60 ,,283, 59.43 ,,,4.00,55.00,, 77.00 ,, 338.00 , 0.8373 
254,43,01/08/2022,31,31,744,,,,," 5,226.40 ", 601.60 ,,278, 58.38 ,,,6.00,47.00,, 77.00 ,, 325.00 , 0.8554 
255,43,01/09/2022,30,30,720,,,,," 5,245.20 ", 394.80 ,,279, 58.59 ,,,7.00,47.00,, 75.00 ,, 326.00 , 0.8558 
256,43,01/10/2022,31,31,744,,,,," 5,339.20 ", 488.80 ,,284, 59.64 ,,,4.00,28.00,, 77.00 ,, 312.00 , 0.9103 
257,43,01/11/2022,30,30,720,,,,," 5,264.00 ", 376.00 ,,280, 58.80 ,,,3.00,33.00,, 75.00 ,, 313.00 , 0.8946 
258,43,01/12/2022,31,31,744,,,,," 5,376.80 ", 451.20 ,,286, 60.06 ,,,9.00,39.50,, 77.00 ,, 325.50 , 0.8786 
335,43,01/01/2023,31,31,744,,,,," 5,527.20 ", 300.80 ,,294, 61.74 ,,,5.00,20.50,, 77.00 ,, 314.50 , 0.9348 
375,43,01/02/2023,28,28,672,,,,," 5,038.40 ", 225.60 ,,268, 56.28 ,,,5.00,16.00,, 71.00 ,, 284.00 , 0.9437 
259,44,01/07/2022,31,31,744,,,,," 4,963.20 ", 864.80 ,,264, 55.44 ,,,10.00,45.00,, 77.00 ,, 309.00 , 0.8544 
260,44,01/08/2022,31,31,744,,,,," 4,831.60 ", 996.40 ,,257, 53.97 ,,,8.00,24.00,, 77.00 ,, 281.00 , 0.9146 
261,44,01/09/2022,30,30,720,,,,," 4,944.40 ", 695.60 ,,263, 55.23 ,,,7.00,35.00,, 75.00 ,, 298.00 , 0.8826 
262,44,01/10/2022,31,31,744,,,,," 5,019.60 ", 808.40 ,,267, 56.07 ,,,7.00,41.00,, 77.00 ,, 308.00 , 0.8669 
263,44,01/11/2022,30,30,720,,,,," 5,000.80 ", 639.20 ,,266, 55.86 ,,,8.00,48.00,, 75.00 ,, 314.00 , 0.8471 
264,44,01/12/2022,31,31,744,,,,," 5,057.20 ", 770.80 ,,269, 56.49 ,,,12.00,44.50,, 77.00 ,, 313.50 , 0.8581 
336,44,01/01/2023,31,31,744,,,,," 5,395.60 ", 432.40 ,,287, 60.27 ,,,5.00,31.00,, 77.00 ,, 318.00 , 0.9025 
376,44,01/02/2023,28,28,672,,,,," 5,076.00 ", 188.00 ,,270, 56.70 ,,,5.00,22.00,, 71.00 ,, 292.00 , 0.9247 
271,46,01/07/2022,31,31,744,,,,," 5,470.80 ", 357.20 ,,291, 61.11 ,,,10.00,26.50,, 77.00 ,, 317.50 , 0.9165 
272,46,01/08/2022,31,31,744,,,,," 5,414.40 ", 413.60 ,,288, 60.48 ,,,2.00,12.40,, 77.00 ,, 300.40 , 0.9587 
273,46,01/09/2022,30,30,720,,,,," 5,358.00 ", 282.00 ,,285, 59.85 ,,,4.00,21.00,, 75.00 ,, 306.00 , 0.9314 
274,46,01/10/2022,31,31,744,,,,," 5,508.40 ", 319.60 ,,293, 61.53 ,,,7.00,17.50,, 77.00 ,, 310.50 , 0.9436 
275,46,01/11/2022,30,30,720,,,,," 5,452.00 ", 188.00 ,,290, 60.90 ,,,8.00,16.00,, 75.00 ,, 306.00 , 0.9477 
276,46,01/12/2022,31,31,744,,,,," 5,546.00 ", 282.00 ,,295, 61.95 ,,,5.00,12.00,, 77.00 ,, 307.00 , 0.9609 
337,46,01/01/2023,31,31,744,,,,," 5,621.20 ", 206.80 ,,299, 62.79 ,,,5.00,18.00,, 77.00 ,, 317.00 , 0.9432 
377,46,01/02/2023,28,28,672,,,,," 5,188.80 ", 75.20 ,,276, 57.96 ,,,5.00,19.10,, 71.00 ,, 295.10 , 0.9353 
277,47,01/07/2022,31,31,744,0,2.77,85.87,38.13," 4,439.48 "," 1,388.52 ",2.75,236.1425, 49.59 ,4258.28686,-3750.42936,9.00,69.00,1.40%, 77.00 ,"-3,896.43 ", 305.14 , 0.7739 
278,47,01/08/2022,31,31,744,0,2.28,70.68,53.32," 3,428.26 "," 2,399.74 ",2.58,182.3544, 38.29 ,2706.649888,-2145.004288,6.00,58.00,1.26%, 77.00 ,"-2,280.00 ", 240.35 , 0.7587 
279,47,01/09/2022,30,30,720,0,2.1,63,57," 3,055.75 "," 2,584.25 ",2.58,162.54, 34.13 ,2150.4042,-1592.9442,9.00,60.00,1.50%, 75.00 ,"-1,727.94 ", 222.54 , 0.7304 
280,47,01/10/2022,31,31,744,0,3,93,31," 4,318.55 "," 1,509.45 ",2.47,229.71, 48.24 ,4486.2363,-3971.9463,8.00,54.00,2.60%, 77.00 ,"-4,102.95 ", 283.71 , 0.8097 
281,47,01/11/2022,30,30,720,0,3.5,105,15," 5,428.50 ", 211.50 ,2.75,288.75, 60.64 ,6366.9375,-5935.6875,6.00,41.00,4.50%, 75.00 ,"-6,051.69 ", 329.75 , 0.8757 
282,47,01/12/2022,31,31,744,0,3,93,31," 4,423.45 "," 1,404.55 ",2.53,235.29, 49.41 ,4595.2137,-4086.5037,4.00,31.50,5.00%, 77.00 ,"-4,195.00 ", 266.79 , 0.8819 
338,47,01/01/2023,31,31,744,0,3.85,119.35,4.65," 6,215.27 ",-387.27 ,2.77,330.5995, 69.43 ,8285.980568,-7872.580068,7.00,26.00,5.00%, 77.00 ,"-7,975.58 ", 356.60 , 0.9271 
378,47,01/02/2023,28,28,672,0,3.85,107.8,4.2," 5,208.46 ", 55.54 ,2.57,277.046, 58.18 ,6271.767348,-5876.813348,4.00,17.50,5.00%, 71.00 ,"-5,965.31 ", 294.55 , 0.9406 
283,48,01/07/2022,31,31,744,,,,," 5,264.00 ", 564.00 ,,280, 58.80 ,,,8.00,55.00,, 77.00 ,, 335.00 , 0.8358 
284,48,01/08/2022,31,31,744,,,,," 5,038.40 ", 789.60 ,,268, 56.28 ,,,9.00,64.00,, 77.00 ,, 332.00 , 0.8072 
285,48,01/09/2022,30,30,720,,,,," 4,662.40 ", 977.60 ,,248, 52.08 ,,,11.00,80.00,, 75.00 ,, 328.00 , 0.7561 
286,48,01/10/2022,31,31,744,,,,," 5,019.60 ", 808.40 ,,267, 56.07 ,,,10.00,68.00,, 77.00 ,, 335.00 , 0.7970 
287,48,01/11/2022,30,30,720,,,,," 4,963.20 ", 676.80 ,,264, 55.44 ,,,8.00,54.00,, 75.00 ,, 318.00 , 0.8302 
288,48,01/12/2022,31,31,744,,,,," 5,339.20 ", 488.80 ,,284, 59.64 ,,,8.00,38.50,, 77.00 ,, 322.50 , 0.8806 
339,48,01/01/2023,31,31,744,,,,," 5,583.60 ", 244.40 ,,297, 62.37 ,,,4.00,18.50,, 77.00 ,, 315.50 , 0.9414 
379,48,01/02/2023,28,28,672,,,,," 4,963.20 ", 300.80 ,,264, 55.44 ,,,6.00,22.00,, 71.00 ,, 286.00 , 0.9231 
